Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLC,XLU
2019-09-30,0.0045593288826963905,-0.003372593285545482,-0.00704171798176235,-0.01470065541493044,0.012245089168516828,0.0027813514179680044,0.014830700633980206,0.04611303287671082,-0.01341310321144631,0.0801446692225438,-0.012434839588533132
2019-12-31,0.08554338999311013,0.041976174318078735,0.16289682899975017,0.05076707419196351,0.06317993518494112,0.08711694228284815,0.08122253622824134,0.07787836784412004,0.13778142862515624,0.059292786408339015,0.01666504964866919
2020-03-31,-0.1348710650688842,-0.0659535527237473,-0.2887070259998956,-0.17680476107456827,-0.05499104486107281,-0.15763736588820054,-0.15073035652870156,-0.11929599657840642,-0.08118079738734824,-0.08267346784231401,-0.06774292381687193
2020-06-30,0.18045299142604243,0.05655877156828117,0.140233612818209,0.08790672798798937,0.10138818054419209,0.1277026007077946,0.17988004178624137,0.1111220040838974,0.23094551366009164,0.13249931334190798,0.02344744642463902
2020-09-30,0.11173258751757703,0.07991393941985807,-0.1054252107766294,0.0457713345321452,0.05502678337172572,0.11295480929500706,0.12095346498991194,0.02920900402214915,0.1208776018227184,0.09384792470564539,0.04391612486976002
2020-12-31,0.11190009556922281,0.03929638235751378,-0.011076683475648082,0.06324349736862134,0.07227509615628147,0.07318324266403696,0.08848648762888925,0.09199770995262264,0.1676699991842081,0.09968001748210854,0.012187420834949694
2021-03-31,0.028955981600749733,0.018067704323175098,0.2163030694562446,0.11126354370603946,0.020146823263872526,0.08672256235404456,0.06716129016349194,0.07105482130778638,0.05134264497608222,0.07252928660781446,0.011676545739812407
2021-06-30,0.024339171915716412,0.04253580817524866,0.06892087981014199,0.04759907716945602,0.07975577816207474,0.05639555630210888,0.07630532408978667,0.116073732328127,0.1285634659670618,0.07285879322133824,0.019999443923072145
2021-09-30,-0.031432064134168436,-0.019572474860709344,0.14741182122479063,0.0489474612400107,0.002576299061516898,-0.029005851700867953,-0.030299038591160777,-0.06236448998848292,-0.06207813444186503,-0.002432331268549617,0.02634190039192524
2021-12-31,0.08700998337572552,0.10279134915608756,0.11995212621880084,0.04913334381801638,0.0999460684873144,0.08049051597058401,0.13503913226099487,0.15353917993724536,0.1486734962826974,-0.004232769447396034,0.09781988099979186
2022-03-31,-0.05021853033308002,-0.017263245838227203,0.2638324444306573,8.075089727979656e-05,-0.020483866080152888,-0.023547659689741755,-0.02848437945943119,-0.059878850061241086,-0.0716980755393931,-0.09095299310930134,0.02033656194450125
2022-06-30,-0.1559903833423085,-0.04000751414846543,0.0019951320901981286,-0.1263198377435467,-0.046767970179062035,-0.12512365145986037,-0.131495181317431,-0.10803728539217232,-0.124354219235588,-0.14260821404322113,-0.043248838519281144
2022-09-30,-0.0006400852229313747,-0.03951728596734163,0.08794022705470773,-0.003877736572968947,-0.037125008771660244,-0.03159270992370338,-0.04879148960791057,-0.09363487691246407,-0.06658505459305522,-0.0673147004152011,-0.03986701719570544
2022-12-31,-0.025848930185183114,0.08167033139007199,0.05938841870798301,0.06708340842413602,0.0733479459247685,0.130387159143931,0.12376192118588426,0.056192211012892415,0.1033301556160874,0.026293563756632676,0.03492780347339604
2023-03-31,0.09528886227283447,0.025157512062526165,-0.04517780906619295,-0.013912810111979045,-0.010077949646547688,0.04639303996310128,0.05942866901380389,0.03783426863282712,0.17644027338887167,0.15467010105039392,-0.012764925954836207
2023-06-30,0.10648511029060334,0.015602366853823137,0.01675385035332335,0.034453105040764355,0.0351876421275411,0.06293139588863353,0.043672231555066145,0.04559115224558475,0.13956784431101102,0.09975875413514071,-0.01813137850546728
2023-09-30,-0.03446657331849305,-0.04220157778631553,0.13152314435806622,0.0026812843518953466,-0.020688202937274244,-0.03205785768682455,-0.0373547113824575,-0.07500206878280022,-0.04900278446125807,-0.016213454231001293,-0.06345728287462277
2023-12-31,0.11904105164806543,0.062303939645818804,0.007077425782270176,0.09434855872736662,0.06196201632595119,0.09928863413772211,0.10741690706876918,0.15332954947597446,0.15871803592227007,0.09081982778391127,0.05824919827704653
